Order ID,Customer ID,Order Date,Ship Date,Region,Segment,Category,Sub-Category,Product Name,Sales,Profit_Margin,Profit
us-2017-150567,rp-19855,2017-05-17,2017-05-21,south,corporate,office supplies,binders,"gbc prepunched paper, 19-hole, for binding systems, 24-lb",27.018,0.25,6.75
ca-2016-157959,rw-19540,2016-02-03,2016-02-04,west,corporate,furniture,furnishings,hand-finished solid wood document frame,136.92,0.08,10.95
ca-2018-105886,db-13660,2018-12-18,2018-12-23,east,consumer,furniture,furnishings,"dax charcoal/nickel-tone document frame, 5 x 7",18.96,0.08,1.52
ca-2017-105963,sc-20770,2017-11-15,2017-11-22,west,corporate,technology,accessories,imation 16gb mini traveldrive usb 2.0 flash drive,99.39,0.15,14.91
ca-2018-121503,fh-14275,2018-07-03,2018-07-06,central,corporate,office supplies,paper,xerox 1891,273.896,0.25,68.47
ca-2018-121503,fh-14275,2018-07-03,2018-07-06,central,corporate,technology,machines,hewlett-packard deskjet 5550 printer,597.132,0.15,89.57
ca-2015-103366,eh-13990,2015-01-15,2015-01-17,south,consumer,technology,accessories,logitech 910-002974 m325 wireless mouse for web scrolling,149.95,0.15,22.49
ca-2018-124597,as-10630,2018-04-30,2018-05-05,south,home office,office supplies,labels,avery 474,4.608,0.25,1.15
ca-2018-124597,as-10630,2018-04-30,2018-05-05,south,home office,office supplies,art,staples in misc. colors,15.528,0.25,3.88
ca-2018-124597,as-10630,2018-04-30,2018-05-05,south,home office,office supplies,labels,avery 499,11.952,0.25,2.99
ca-2016-105634,ha-14905,2016-11-08,2016-11-14,east,consumer,office supplies,art,american pencil,11.65,0.25,2.91
ca-2016-123673,ch-12070,2016-10-30,2016-11-01,central,home office,technology,phones,panasonic kx t7736-b digital phone,299.9,0.15,44.98
us-2018-111423,eh-13765,2018-08-17,2018-08-19,east,corporate,office supplies,binders,gbc docubind tl200 manual binding machine,895.92,0.25,223.98
us-2018-111423,eh-13765,2018-08-17,2018-08-19,east,corporate,furniture,chairs,global commerce series low-back swivel/tilt chairs,462.564,0.08,37.01
ca-2016-125178,mz-17515,2016-10-03,2016-10-09,east,corporate,office supplies,storage,staple magnet,15.008,0.25,3.75
ca-2017-156685,sc-20230,2017-07-08,2017-07-10,central,corporate,technology,phones,cisco spa 502g ip phone,863.64,0.15,129.55
ca-2017-156685,sc-20230,2017-07-08,2017-07-10,central,corporate,office supplies,art,newell 345,47.616,0.25,11.9
ca-2018-126865,np-18325,2018-12-05,2018-12-07,west,consumer,office supplies,paper,xerox 1960,92.94,0.25,23.24
ca-2018-102834,lw-16990,2018-03-09,2018-03-13,west,corporate,technology,accessories,logitech wireless headset h800,199.98,0.15,30.0
us-2017-139710,gm-14680,2017-06-09,2017-06-15,west,consumer,technology,phones,avaya 4621sw voip phone,177.48,0.15,26.62
ca-2018-121538,rh-19495,2018-11-28,2018-12-01,west,consumer,office supplies,paper,"eaton premium continuous-feed paper, 25% cotton, letter size, white, 1000 shts/box",88.768,0.25,22.19
us-2018-101539,vm-21685,2018-03-16,2018-03-18,west,home office,office supplies,paper,xerox 214,6.48,0.25,1.62
us-2018-101539,vm-21685,2018-03-16,2018-03-18,west,home office,office supplies,storage,safco commercial shelving,46.51,0.25,11.63
us-2018-101539,vm-21685,2018-03-16,2018-03-18,west,home office,technology,phones,mitel mivoice 5330e ip phone,659.976,0.15,99.0
ca-2017-152121,cc-12670,2017-11-27,2017-11-29,west,consumer,technology,phones,motorola moto x,271.992,0.15,40.8
ca-2018-161200,sv-20365,2018-08-06,2018-08-10,south,consumer,furniture,bookcases,o'sullivan 2-shelf heavy-duty bookcases,145.74,0.08,11.66
ca-2018-161200,sv-20365,2018-08-06,2018-08-10,south,consumer,furniture,furnishings,longer-life soft white bulbs,15.4,0.08,1.23
ca-2018-101245,lw-16990,2018-11-27,2018-12-03,west,corporate,office supplies,paper,tops white computer printout paper,244.55,0.25,61.14
ca-2018-101245,lw-16990,2018-11-27,2018-12-03,west,corporate,technology,accessories,enermax briskie rf wireless keyboard and mouse combo,166.16,0.15,24.92
ca-2016-141768,np-18685,2016-05-25,2016-05-27,west,home office,furniture,furnishings,ultra door push plate,14.73,0.08,1.18
ca-2017-112109,je-15715,2017-07-08,2017-07-12,west,consumer,office supplies,binders,gbc twin loop wire binding elements,19.968,0.25,4.99
ca-2017-112109,je-15715,2017-07-08,2017-07-12,west,consumer,office supplies,storage,"perma stor-all hanging file box, 13 1/8""w x 12 1/4""d x 10 1/2""h",33.488,0.25,8.37
ca-2017-112109,je-15715,2017-07-08,2017-07-12,west,consumer,office supplies,binders,wilson jones active use binders,8.736,0.25,2.18
ca-2017-112109,je-15715,2017-07-08,2017-07-12,west,consumer,furniture,chairs,safco arco folding chair,662.88,0.08,53.03
ca-2018-144064,cp-12085,2018-08-29,2018-09-01,central,corporate,office supplies,labels,avery 505,47.36,0.25,11.84
ca-2018-144064,cp-12085,2018-08-29,2018-09-01,central,corporate,office supplies,storage,advantus rolling storage box,27.44,0.25,6.86
ca-2018-144064,cp-12085,2018-08-29,2018-09-01,central,corporate,office supplies,binders,wilson jones easy flow ii sheet lifters,3.24,0.25,0.81
ca-2017-108581,ea-14035,2017-06-20,2017-06-26,central,corporate,technology,accessories,logitech trackman marble mouse,95.968,0.15,14.4
ca-2017-108581,ea-14035,2017-06-20,2017-06-26,central,corporate,office supplies,paper,xerox 206,10.368,0.25,2.59
ca-2018-157987,ac-10615,2018-09-02,2018-09-06,east,corporate,office supplies,art,newell 324,23.1,0.25,5.78
ca-2018-157987,ac-10615,2018-09-02,2018-09-06,east,corporate,furniture,furnishings,dax cubicle frames - 8x10,11.54,0.08,0.92
ca-2018-157987,ac-10615,2018-09-02,2018-09-06,east,corporate,furniture,tables,bush advantage collection racetrack conference table,254.526,0.08,20.36
ca-2018-157987,ac-10615,2018-09-02,2018-09-06,east,corporate,office supplies,appliances,fellowes basic home/office series surge protectors,12.98,0.25,3.24
ca-2018-157987,ac-10615,2018-09-02,2018-09-06,east,corporate,office supplies,binders,"accohide 3-ring binder, blue, 1""",26.432,0.25,6.61
ca-2018-157987,ac-10615,2018-09-02,2018-09-06,east,corporate,technology,phones,cisco spa508g,197.97,0.15,29.7
ca-2018-157987,ac-10615,2018-09-02,2018-09-06,east,corporate,office supplies,labels,avery 518,18.9,0.25,4.72
ca-2018-157987,ac-10615,2018-09-02,2018-09-06,east,corporate,furniture,chairs,global commerce series high-back swivel/tilt chairs,1282.41,0.08,102.59
ca-2018-157987,ac-10615,2018-09-02,2018-09-06,east,corporate,office supplies,art,bic brite liner grip highlighters,4.92,0.25,1.23
ca-2018-157987,ac-10615,2018-09-02,2018-09-06,east,corporate,technology,accessories,wd my passport ultra 2tb portable external hard drive,238.0,0.15,35.7
ca-2018-157987,ac-10615,2018-09-02,2018-09-06,east,corporate,technology,accessories,sony micro vault click 16 gb usb 2.0 flash drive,167.97,0.15,25.2
ca-2018-157987,ac-10615,2018-09-02,2018-09-06,east,corporate,office supplies,paper,xerox 1962,17.12,0.25,4.28
ca-2018-110905,rw-19690,2018-09-10,2018-09-15,central,consumer,office supplies,binders,3m organizer strips,16.2,0.25,4.05
ca-2018-110905,rw-19690,2018-09-10,2018-09-15,central,consumer,office supplies,appliances,"holmes replacement filter for hepa air cleaner, medium room",33.99,0.25,8.5
ca-2018-110905,rw-19690,2018-09-10,2018-09-15,central,consumer,technology,accessories,logitech g105 gaming keyboard,296.85,0.15,44.53
ca-2018-110905,rw-19690,2018-09-10,2018-09-15,central,consumer,technology,accessories,imation clip usb flash drive - 8 gb,112.8,0.15,16.92
ca-2018-110905,rw-19690,2018-09-10,2018-09-15,central,consumer,office supplies,binders,newell 3-hole punched plastic slotted magazine holders for binders,13.71,0.25,3.43
ca-2018-110905,rw-19690,2018-09-10,2018-09-15,central,consumer,office supplies,paper,xerox 1970,24.9,0.25,6.22
ca-2018-110905,rw-19690,2018-09-10,2018-09-15,central,consumer,office supplies,storage,fellowes stor/drawer steel plus storage drawers,286.29,0.25,71.57
ca-2018-110905,rw-19690,2018-09-10,2018-09-15,central,consumer,office supplies,appliances,acco 6 outlet guardian standard surge suppressor,24.18,0.25,6.04
ca-2018-165841,db-13210,2018-12-21,2018-12-28,east,consumer,technology,phones,jabra speak 410,281.97,0.15,42.3
ca-2018-165841,db-13210,2018-12-21,2018-12-28,east,consumer,office supplies,supplies,"acme hot forged carbon steel scissors with nickel-plated handles, 3 7/8"" cut, 8""l",69.5,0.25,17.38
ca-2018-165841,db-13210,2018-12-21,2018-12-28,east,consumer,office supplies,paper,xerox 1913,166.44,0.25,41.61
ca-2018-117485,bd-11320,2018-09-23,2018-09-29,central,consumer,technology,accessories,imation secure+ hardware encrypted usb 2.0 flash drive; 16gb,291.96,0.15,43.79
ca-2018-140242,ml-17755,2018-05-06,2018-05-11,central,home office,office supplies,art,blackstonian pencils,6.408,0.25,1.6
ca-2018-140242,ml-17755,2018-05-06,2018-05-11,central,home office,technology,accessories,imation secure+ hardware encrypted usb 2.0 flash drive; 16gb,408.744,0.15,61.31
ca-2015-148950,jd-16015,2015-12-14,2015-12-19,central,consumer,office supplies,binders,avery heavy-duty ezd view binder with locking rings,5.104,0.25,1.28
ca-2015-148950,jd-16015,2015-12-14,2015-12-19,central,consumer,office supplies,fasteners,assorted color push pins,2.896,0.25,0.72
ca-2015-148950,jd-16015,2015-12-14,2015-12-19,central,consumer,technology,accessories,belkin standard 104 key usb keyboard,35.016,0.15,5.25
ca-2015-110408,as-10225,2015-10-18,2015-10-20,south,corporate,office supplies,storage,"gould plastics 18-pocket panel bin, 34w x 5-1/4d x 20-1/2h",275.97,0.25,68.99
ca-2015-110408,as-10225,2015-10-18,2015-10-20,south,corporate,technology,phones,avaya ip phone 1140e voip phone,1394.95,0.15,209.24
ca-2015-110408,as-10225,2015-10-18,2015-10-20,south,corporate,furniture,chairs,"global wood trimmed manager's task chair, khaki",545.88,0.08,43.67
ca-2016-109939,aa-10375,2016-05-08,2016-05-12,west,consumer,office supplies,art,newell 321,5.248,0.25,1.31
ca-2017-112669,kt-16465,2017-04-14,2017-04-14,west,consumer,furniture,chairs,hon 4070 series pagoda armless upholstered stacking chairs,933.536,0.08,74.68
ca-2017-112669,kt-16465,2017-04-14,2017-04-14,west,consumer,office supplies,storage,"fellowes personal hanging folder files, navy",42.976,0.25,10.74
ca-2016-119592,mm-18280,2016-12-14,2016-12-16,south,corporate,office supplies,binders,3-ring staple pack,3.76,0.25,0.94
ca-2015-122749,ng-18430,2015-12-03,2015-12-09,central,consumer,technology,phones,jabra supreme plus driver edition headset,479.96,0.15,71.99
ca-2015-164721,lw-16825,2015-11-25,2015-11-27,west,corporate,office supplies,appliances,belkin f9g930v10-gry 9 outlet surge,320.88,0.25,80.22
ca-2015-164721,lw-16825,2015-11-25,2015-11-27,west,corporate,furniture,furnishings,staple-based wall hangings,23.88,0.08,1.91
ca-2015-164721,lw-16825,2015-11-25,2015-11-27,west,corporate,office supplies,paper,"wirebound message books, four 2 3/4 x 5 white forms per page",26.76,0.25,6.69
ca-2017-147417,cb-12415,2017-07-25,2017-07-27,east,consumer,technology,copiers,hewlett packard laserjet 3310 copier,1439.976,0.15,216.0
ca-2016-127509,as-10090,2016-11-09,2016-11-13,central,consumer,office supplies,binders,binder posts,17.22,0.25,4.3
ca-2016-127509,as-10090,2016-11-09,2016-11-13,central,consumer,furniture,tables,bevis round conference table top & single column base,1024.38,0.08,81.95
ca-2016-127509,as-10090,2016-11-09,2016-11-13,central,consumer,office supplies,envelopes,"#10- 4 1/8"" x 9 1/2"" recycled envelopes",26.22,0.25,6.56
ca-2016-127509,as-10090,2016-11-09,2016-11-13,central,consumer,office supplies,paper,xerox 1978,17.34,0.25,4.34
ca-2018-111374,cb-12415,2018-02-24,2018-02-28,east,consumer,office supplies,binders,"accohide 3-ring binder, blue, 1""",4.956,0.25,1.24
ca-2018-133648,ml-17755,2018-06-25,2018-07-02,west,home office,office supplies,labels,alphabetical labels for top tab filing,71.04,0.25,17.76
ca-2018-133648,ml-17755,2018-06-25,2018-07-02,west,home office,office supplies,art,"eldon spacemaker box, quick-snap lid, clear",5.344,0.25,1.34
ca-2018-133648,ml-17755,2018-06-25,2018-07-02,west,home office,office supplies,fasteners,plymouth boxed rubber bands by plymouth,11.304,0.25,2.83
us-2018-147221,js-16030,2018-12-02,2018-12-04,central,consumer,office supplies,appliances,3.6 cubic foot counter height office refrigerator,294.62,0.25,73.66
us-2018-147221,js-16030,2018-12-02,2018-12-04,central,consumer,furniture,furnishings,advantus panel wall acrylic frame,8.752,0.08,0.7
ca-2015-131905,nd-18460,2015-02-06,2015-02-09,south,corporate,office supplies,labels,avery 480,15.0,0.25,3.75
ca-2015-131905,nd-18460,2015-02-06,2015-02-09,south,corporate,technology,phones,aastra 57i voip phone,161.61,0.15,24.24
ca-2015-131905,nd-18460,2015-02-06,2015-02-09,south,corporate,technology,phones,at&t cl82213,144.95,0.15,21.74
ca-2018-166128,lw-17215,2018-04-11,2018-04-18,west,consumer,technology,accessories,sandisk ultra 64 gb microsdhc class 10 memory card,199.95,0.15,29.99
ca-2018-166128,lw-17215,2018-04-11,2018-04-18,west,consumer,office supplies,art,"dixon ticonderoga erasable colored pencil set, 12-color",41.86,0.25,10.46
ca-2018-163510,jw-15955,2018-12-25,2018-12-28,south,consumer,office supplies,storage,fellowes bankers box stor/drawer steel plus,95.94,0.25,23.98
ca-2018-163510,jw-15955,2018-12-25,2018-12-28,south,consumer,furniture,chairs,"global value mid-back manager's chair, gray",304.45,0.08,24.36
us-2018-143028,sc-20050,2018-04-11,2018-04-18,central,home office,office supplies,binders,flexible leather- look classic collection ring binder,11.364,0.25,2.84
ca-2015-111150,rw-19630,2015-12-31,2016-01-04,central,corporate,office supplies,art,"bic brite liner grip highlighters, assorted, 5/pack",29.68,0.25,7.42
ca-2015-111150,rw-19630,2015-12-31,2016-01-04,central,corporate,technology,accessories,sabrent 4-port usb 2.0 hub,47.53,0.15,7.13
ca-2018-165386,cm-12190,2018-08-03,2018-08-04,central,consumer,furniture,bookcases,"o'sullivan elevations bookcase, cherry finish",183.372,0.08,14.67
ca-2015-116407,jf-15190,2015-11-15,2015-11-21,south,consumer,office supplies,art,newell 310,4.224,0.25,1.06
ca-2015-116407,jf-15190,2015-11-15,2015-11-21,south,consumer,office supplies,appliances,"1.7 cubic foot compact ""cube"" office refrigerators",333.056,0.25,83.26
ca-2015-116407,jf-15190,2015-11-15,2015-11-21,south,consumer,office supplies,paper,"southworth 100% résumé paper, 24lb.",24.896,0.25,6.22
ca-2016-155761,sc-20800,2016-12-11,2016-12-11,central,consumer,technology,accessories,logitech wireless performance mouse mx for pc and mac,159.984,0.15,24.0
ca-2016-155761,sc-20800,2016-12-11,2016-12-11,central,consumer,office supplies,storage,eldon profile file 'n store portable file tub letter/legal size black,46.344,0.25,11.59
ca-2017-145905,am-10705,2017-09-18,2017-09-23,south,consumer,furniture,chairs,office star - professional matrix back chair with 2-to-1 synchro tilt and mesh fabric seat,350.98,0.08,28.08
ca-2017-145905,am-10705,2017-09-18,2017-09-23,south,consumer,office supplies,paper,southworth parchment paper & envelopes,13.08,0.25,3.27
ca-2017-145905,am-10705,2017-09-18,2017-09-23,south,consumer,office supplies,storage,tennsco double-tier lockers,900.08,0.25,225.02
ca-2016-113110,bk-11260,2016-03-19,2016-03-23,west,consumer,office supplies,binders,gbc imprintable covers,17.568,0.25,4.39
ca-2016-113110,bk-11260,2016-03-19,2016-03-23,west,consumer,office supplies,labels,self-adhesive address labels for typewriters by universal,14.62,0.25,3.66
ca-2016-113110,bk-11260,2016-03-19,2016-03-23,west,consumer,office supplies,supplies,acme elite stainless steel scissors,33.36,0.25,8.34
ca-2016-113110,bk-11260,2016-03-19,2016-03-23,west,consumer,office supplies,paper,"wirebound message books, 5-1/2 x 4 forms, 2 or 4 forms per page",40.14,0.25,10.04
ca-2017-168354,rh-19510,2017-09-19,2017-09-21,east,home office,office supplies,storage,"hot file 7-pocket, floor stand",1606.23,0.25,401.56
ca-2017-168354,rh-19510,2017-09-19,2017-09-21,east,home office,office supplies,paper,"adams telephone message book w/dividers/space for phone numbers, 5 1/4""x8 1/2"", 200/messages",17.04,0.25,4.26
ca-2017-168354,rh-19510,2017-09-19,2017-09-21,east,home office,office supplies,binders,jm magazine binder,49.53,0.25,12.38
ca-2017-168354,rh-19510,2017-09-19,2017-09-21,east,home office,furniture,chairs,"lifetime advantage folding chairs, 4/carton",872.32,0.08,69.79
us-2018-111241,gm-14500,2018-08-20,2018-08-22,west,consumer,office supplies,binders,gbc recycled regency composition covers,239.12,0.25,59.78
ca-2016-114237,mc-17275,2016-03-13,2016-03-15,west,consumer,furniture,bookcases,"safco value mate series steel bookcases, baked enamel finish on steel, gray",141.96,0.08,11.36
ca-2017-113516,vm-21685,2017-09-08,2017-09-10,west,home office,office supplies,binders,"square ring data binders, rigid 75 pt. covers, 11"" x 14-7/8""",33.024,0.25,8.26
ca-2017-113516,vm-21685,2017-09-08,2017-09-10,west,home office,office supplies,binders,premium transparent presentation covers by gbc,67.136,0.25,16.78
ca-2016-117961,gp-14740,2016-11-26,2016-11-30,east,corporate,office supplies,binders,"pressboard covers with storage hooks, 9 1/2"" x 11"", light blue",14.73,0.25,3.68
ca-2016-117961,gp-14740,2016-11-26,2016-11-30,east,corporate,office supplies,storage,"tennsco lockers, sand",104.9,0.25,26.22
ca-2016-117961,gp-14740,2016-11-26,2016-11-30,east,corporate,office supplies,binders,aluminum screw posts,61.04,0.25,15.26
ca-2016-117961,gp-14740,2016-11-26,2016-11-30,east,corporate,office supplies,paper,loose memo sheets,10.95,0.25,2.74
ca-2017-128923,gb-14530,2017-12-09,2017-12-13,central,corporate,office supplies,paper,things to do today pad,9.392,0.25,2.35
ca-2017-128923,gb-14530,2017-12-09,2017-12-13,central,corporate,office supplies,art,"hunt boston vista battery-operated pencil sharpener, black",9.328,0.25,2.33
ca-2018-162481,ct-11995,2018-09-25,2018-09-29,central,consumer,office supplies,binders,accohide binder by acco,8.26,0.25,2.06
ca-2018-162481,ct-11995,2018-09-25,2018-09-29,central,consumer,furniture,chairs,"global leather task chair, black",269.97,0.08,21.6
ca-2016-119214,cw-11905,2016-01-23,2016-01-27,west,home office,office supplies,paper,"wirebound service call books, 5 1/2"" x 4""",29.04,0.25,7.26
ca-2016-119214,cw-11905,2016-01-23,2016-01-27,west,home office,office supplies,labels,avery 500,14.62,0.25,3.66
ca-2016-122287,sn-20560,2016-06-18,2016-06-23,west,home office,office supplies,paper,xerox 1922,11.952,0.25,2.99
ca-2016-122287,sn-20560,2016-06-18,2016-06-23,west,home office,office supplies,binders,peel & stick add-on corner pockets,4.536,0.25,1.13
ca-2016-122287,sn-20560,2016-06-18,2016-06-23,west,home office,office supplies,binders,aluminum screw posts,9.156,0.25,2.29
ca-2016-122287,sn-20560,2016-06-18,2016-06-23,west,home office,furniture,furnishings,flat face poster frame,75.36,0.08,6.03
ca-2016-104493,eb-13705,2016-10-02,2016-10-08,west,corporate,office supplies,binders,gbc personal velobind strips,57.504,0.25,14.38
us-2018-158946,jw-15220,2018-11-18,2018-11-23,east,corporate,office supplies,art,bic liqua brite liner,38.864,0.25,9.72
ca-2015-129168,kb-16585,2015-08-17,2015-08-23,central,corporate,office supplies,paper,xerox 203,15.552,0.25,3.89
ca-2017-131835,mc-17590,2017-07-17,2017-07-21,east,corporate,office supplies,appliances,kensington 4 outlet masterpiece compact power control center,162.64,0.25,40.66
ca-2017-131835,mc-17590,2017-07-17,2017-07-21,east,corporate,technology,phones,bose soundlink bluetooth speaker,597.0,0.15,89.55
ca-2017-131835,mc-17590,2017-07-17,2017-07-21,east,corporate,office supplies,paper,"eaton premium continuous-feed paper, 25% cotton, letter size, white, 1000 shts/box",55.48,0.25,13.87
ca-2016-142237,ck-12595,2016-07-11,2016-07-13,east,consumer,furniture,furnishings,"howard miller 13-3/4"" diameter brushed chrome round wall clock",289.8,0.08,23.18
ca-2016-142237,ck-12595,2016-07-11,2016-07-13,east,consumer,office supplies,binders,acco suede grain vinyl round ring binder,2.502,0.25,0.63
ca-2016-142237,ck-12595,2016-07-11,2016-07-13,east,consumer,office supplies,binders,3m organizer strips,6.48,0.25,1.62
ca-2016-142237,ck-12595,2016-07-11,2016-07-13,east,consumer,furniture,chairs,novimex fabric task chair,341.488,0.08,27.32
ca-2016-142237,ck-12595,2016-07-11,2016-07-13,east,consumer,office supplies,art,newell 333,11.12,0.25,2.78
ca-2016-142237,ck-12595,2016-07-11,2016-07-13,east,consumer,furniture,furnishings,"master big foot doorstop, beige",25.344,0.08,2.03
ca-2017-136434,rd-19480,2017-12-01,2017-12-07,central,consumer,furniture,furnishings,dax cubicle frames - 8x10,17.31,0.08,1.38
ca-2018-120376,tp-21130,2018-12-22,2018-12-25,central,consumer,technology,accessories,microsoft wireless mobile mouse 4000,199.95,0.15,29.99
ca-2018-120376,tp-21130,2018-12-22,2018-12-25,central,consumer,furniture,chairs,hon gueststacker chair,1586.69,0.08,126.94
ca-2018-120376,tp-21130,2018-12-22,2018-12-25,central,consumer,technology,accessories,logitech gaming g510s - keyboard,84.99,0.15,12.75
ca-2018-120376,tp-21130,2018-12-22,2018-12-25,central,consumer,furniture,tables,bevis 44 x 96 conference tables,411.8,0.08,32.94
ca-2015-106439,gg-14650,2015-10-31,2015-11-04,west,corporate,office supplies,fasteners,staples,11.34,0.25,2.84
ca-2015-106439,gg-14650,2015-10-31,2015-11-04,west,corporate,office supplies,storage,"letter/legal file tote with clear snap-on lid, black granite",80.3,0.25,20.08
ca-2015-106439,gg-14650,2015-10-31,2015-11-04,west,corporate,office supplies,binders,"avery framed view binder, ezd ring (locking), navy, 1 1/2""",15.968,0.25,3.99
ca-2015-106439,gg-14650,2015-10-31,2015-11-04,west,corporate,office supplies,paper,xerox 1952,64.74,0.25,16.18
ca-2015-106439,gg-14650,2015-10-31,2015-11-04,west,corporate,office supplies,binders,"fellowes twister kit, gray/clear, 3/pkg",19.296,0.25,4.82
ca-2015-106439,gg-14650,2015-10-31,2015-11-04,west,corporate,office supplies,storage,tennsco regal shelving units,405.64,0.25,101.41
ca-2015-106439,gg-14650,2015-10-31,2015-11-04,west,corporate,furniture,chairs,novimex fabric task chair,146.352,0.08,11.71
ca-2015-106439,gg-14650,2015-10-31,2015-11-04,west,corporate,technology,accessories,maxell lto ultrium - 800 gb,251.91,0.15,37.79
ca-2015-106439,gg-14650,2015-10-31,2015-11-04,west,corporate,office supplies,art,newell 325,12.39,0.25,3.1
ca-2016-133452,zc-21910,2016-04-13,2016-04-19,west,consumer,technology,accessories,plantronics audio 478 stereo usb headset,199.96,0.15,29.99
ca-2016-133452,zc-21910,2016-04-13,2016-04-19,west,consumer,furniture,tables,hon 94000 series round tables,710.832,0.08,56.87
ca-2017-146521,cc-12610,2017-07-21,2017-07-23,east,corporate,office supplies,binders,gbc instant report kit,1.941,0.25,0.49
us-2018-110996,ka-16525,2018-11-20,2018-11-25,west,consumer,furniture,chairs,novimex high-tech fabric mesh task chair,283.92,0.08,22.71
ca-2017-129693,tc-20980,2017-11-26,2017-12-02,west,corporate,office supplies,binders,newell 3-hole punched plastic slotted magazine holders for binders,7.312,0.25,1.83
ca-2018-122504,db-13270,2018-11-07,2018-11-12,west,home office,technology,accessories,anker ultra-slim mini bluetooth 3.0 wireless keyboard,59.97,0.15,9.0
ca-2018-122504,db-13270,2018-11-07,2018-11-12,west,home office,technology,phones,"plantronics cs 50-usb - headset - convertible, monaural",761.544,0.15,114.23
ca-2015-131051,tr-21325,2015-12-01,2015-12-05,west,consumer,furniture,furnishings,"floodlight indoor halogen bulbs, 1 bulb per pack, 60 watts",58.2,0.08,4.66
ca-2018-140676,bf-11080,2018-09-12,2018-09-15,east,consumer,office supplies,paper,"adams telephone message book w/frequently-called numbers space, 400 messages per book",39.9,0.25,9.98
ca-2018-140676,bf-11080,2018-09-12,2018-09-15,east,consumer,office supplies,appliances,fellowes basic home/office series surge protectors,90.86,0.25,22.72
ca-2018-140676,bf-11080,2018-09-12,2018-09-15,east,consumer,office supplies,paper,xerox 1939,94.85,0.25,23.71
ca-2016-120103,ms-17365,2016-12-24,2016-12-29,west,consumer,office supplies,paper,computer printout paper with letter-trim perforations,106.232,0.25,26.56
ca-2016-120103,ms-17365,2016-12-24,2016-12-29,west,consumer,technology,phones,clearsounds csc500 amplified spirit phone corded phone,111.984,0.15,16.8
ca-2016-120103,ms-17365,2016-12-24,2016-12-29,west,consumer,furniture,furnishings,magna visual magnetic picture hangers,7.712,0.08,0.62
ca-2018-104647,ck-12595,2018-02-23,2018-03-01,west,consumer,office supplies,paper,"ampad phone message book, recycled, 400 message capacity, 5 ¾” x 11”",37.44,0.25,9.36
ca-2015-110352,ed-13885,2015-11-23,2015-11-29,central,home office,office supplies,labels,alphabetical labels for top tab filing,23.68,0.25,5.92
ca-2017-140501,im-15070,2017-06-23,2017-06-28,east,consumer,office supplies,labels,"avery 4027 file folder labels for dot matrix printers, 5000 labels per box, white",122.12,0.25,30.53
ca-2017-140501,im-15070,2017-06-23,2017-06-28,east,consumer,office supplies,labels,avery 52,18.45,0.25,4.61
ca-2017-140501,im-15070,2017-06-23,2017-06-28,east,consumer,office supplies,storage,fellowes bankers box staxonsteel drawer file/stacking system,324.9,0.25,81.22
ca-2017-140501,im-15070,2017-06-23,2017-06-28,east,consumer,office supplies,paper,tops white computer printout paper,146.73,0.25,36.68
ca-2017-140501,im-15070,2017-06-23,2017-06-28,east,consumer,office supplies,fasteners,translucent push pins by oic,3.96,0.25,0.99
ca-2016-139290,my-17380,2016-10-26,2016-10-30,west,corporate,office supplies,labels,avery 507,5.76,0.25,1.44
ca-2018-166142,mm-17260,2018-07-15,2018-07-19,east,consumer,office supplies,binders,gbc standard plastic binding systems combs,26.55,0.25,6.64
ca-2018-166142,mm-17260,2018-07-15,2018-07-19,east,consumer,furniture,tables,hon 2111 invitation series straight table,310.443,0.08,24.84
ca-2015-145926,mp-17470,2015-11-17,2015-11-21,central,home office,furniture,chairs,global super steno chair,479.9,0.08,38.39
ca-2016-149678,aw-10840,2016-04-13,2016-04-15,west,consumer,office supplies,supplies,martin-yale premier letter opener,12.88,0.25,3.22
us-2016-164357,sf-20065,2016-11-25,2016-11-29,south,consumer,office supplies,art,newell 349,13.12,0.25,3.28
us-2017-146570,sn-20710,2017-05-15,2017-05-20,south,home office,office supplies,binders,gbc docubind p50 personal binding machine,511.84,0.25,127.96
us-2017-146570,sn-20710,2017-05-15,2017-05-20,south,home office,office supplies,art,boston ks multi-size manual pencil sharpener,91.96,0.25,22.99
us-2017-146570,sn-20710,2017-05-15,2017-05-20,south,home office,office supplies,art,newell 344,8.34,0.25,2.08
ca-2018-124401,rd-19900,2018-09-07,2018-09-12,west,consumer,office supplies,storage,hanging personal folder file,37.68,0.25,9.42
ca-2018-124401,rd-19900,2018-09-07,2018-09-12,west,consumer,technology,accessories,logitech wireless marathon mouse m705,279.944,0.15,41.99
us-2015-140116,kt-16480,2015-03-10,2015-03-17,west,consumer,office supplies,storage,tennsco 6- and 18-compartment lockers,636.408,0.25,159.1
us-2015-140116,kt-16480,2015-03-10,2015-03-17,west,consumer,office supplies,art,"boston ranger #55 pencil sharpener, black",83.168,0.25,20.79
ca-2015-123295,ah-10120,2015-07-18,2015-07-18,west,home office,furniture,chairs,office star - ergonomically designed knee chair,259.136,0.08,20.73
ca-2018-167101,bm-11650,2018-03-24,2018-03-28,east,corporate,office supplies,paper,xerox 1888,221.92,0.25,55.48
ca-2018-167101,bm-11650,2018-03-24,2018-03-28,east,corporate,technology,accessories,memorex micro travel drive 8 gb,26.0,0.15,3.9
